,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
26,"Gaston, Ashley",JR-3,Southern Illinois,53.95m,"177' 0""",2014 MVC Outdoor Track & Field Championships,2014-05-16,DT,W
27,"Polk, Rachel",JR-3,Southern Miss.,53.91m,"176' 10""",Southern Miss Invitational,2014-03-15,DT,W
28,"Ramsey, Jessica",SR-4,Western Kentucky,53.84m,"176' 8""",2014 Red Wolf Open,2014-04-26,DT,W
29,"Theisen, Mary",SR-4,Indiana State,53.82m,"176' 7""",Jesse Owens Track Classic,2014-04-18,DT,W
30,"Pete, Aaliyah",FR-1,Colorado St.,53.78m,"176' 5""",Mountain West Outdoor Track & Field Championships,2014-05-14,DT,W
31,"Hicks, Kiah",JR-3,Colorado St.,53.74m,"176' 4""",Cowpoke Open,2014-05-03,DT,W
32,"Muchkayev, Anastasiya",SO-2,Kansas,53.54m,"175' 8""",Ward Haylett Invitational,2014-05-03,DT,W
33,"Jacobs, Madison",FR-1,Kentucky,53.52m,"175' 7""",SEC Outdoor Championship,2014-05-15,DT,W
34,"Williams, Jaleesa",SR-4,VCU,53.42m,"175' 3""",Atlantic 10 Championships,2014-05-03,DT,W
35,"Rushin, Jill",JR-3,Missouri,53.39m,"175' 2""",2014 ESU Mid-Week Open,2014-04-23,DT,W
36,"Tsema, Dasha",SO-2,Kansas,53.25m,"174' 8""",2014 Clyde Littlefield Texas Relays,2014-03-26,DT,W
37,"Padgett, Kayla",JR-3,East Carolina,53.19m,"174' 6""",Penn Relays,2014-04-24,DT,W
38,"Robinson, Lexia",SR-4,Western Kentucky,52.96m,"173' 9""",Kentucky Relays (College Division),2014-04-19,DT,W
39,"Morgan, Alexandra",JR-3,Oklahoma,52.88m,"173' 6""",Brutus Hamilton Challenge,2014-04-26,DT,W
40,"Szykowny, Alison",JR-3,Loyola (Ill.),52.76m,"173' 1""",2014 MVC Outdoor Track & Field Championships,2014-05-16,DT,W
41,"Oliveira, Satrina",SR-4,Western Kentucky,52.71m,"172' 11""",Kentucky Relays (College Division),2014-04-19,DT,W
42,"Weimerskirch, Katelyn",FR-1,North Dakota St.,52.68m,"172' 10""",NDSU Tune Up,2014-05-09,DT,W
43,"Uke, Claire",JR-3,Rice,52.62m,"172' 8""",Conference USA Outdoor Track & Field Championships,2014-05-15,DT,W
44,"Hall, Samantha",FR-1,UTEP,52.49m,"172' 2""",Conference USA Outdoor Track & Field Championships,2014-05-15,DT,W
45,"Chin, Rayann",JR-3,SMU,52.48m,"172' 2""",John Jacobs Invitational,2014-04-18,DT,W
45,"Mosley, Joh'vonnie",SR-4,Kent State,52.48m,"172' 2""",Akron Campbell Wright Open,2014-05-09,DT,W
47,"Jackson, Annie",SR-4,Nebraska,52.46m,"172' 1""",Big Ten Outdoor Track & Field Championships,2014-05-16,DT,W
48,"Gutierrez, Kayla",SO-2,SE Missouri,52.32m,"171' 8""",2014 Red Wolf Open,2014-04-26,DT,W
49,"Clark, Kree",SO-2,Jacksonville,52.26m,"171' 5""",FSU Twilight,2014-05-09,DT,W
50,"Buhr, Victoria",SR-4,Brown,51.94m,"170' 5""",Raleigh Relays (College/University),2014-03-28,DT,W
51,"Hiler, Andrea",SR-4,Western Michigan,51.88m,"170' 2""",EIU Big Blue Classic & Neil Moore Multi's,2014-04-03,DT,W
52,"Aikhonbare, Itohan",JR-3,UC Irvine,51.86m,"170' 2""",2014 Oxy Invitational (Colleges/Junior Colleges),2014-05-10,DT,W
53,"Sherrill, Sidra",JR-3,Northern Illinois,51.82m,"170' 0""",Wisconsin Open,2014-05-10,DT,W
54,"Price, Justine",JR-3,Houston,51.76m,"169' 10""",UTSA Invitational,2014-04-19,DT,W
55,"Goodell, Dakotah",SO-2,Iowa,51.62m,"169' 4""",Mark Messersmith,2014-05-09,DT,W
56,"Stanford, Devin",JR-3,Minnesota,51.56m,"169' 2""",Musco Invitational,2014-05-03,DT,W
57,"Levy, Daina",SO-2,Kansas,51.54m,"169' 1""",35th Sun Angel Track Classic,2014-04-11,DT,W
58,"Gunn, Taylor",JR-3,UTEP,51.52m,"169' 0""",Conference USA Outdoor Track & Field Championships,2014-05-15,DT,W
59,"Cox, Corina",FR-1,Troy,51.43m,"168' 9""",Sun Belt Conference Outdoor Track and Field Championships,2014-05-09,DT,W
60,"Porlier-Langlois, Alex",SO-2,Hawaii,51.39m,"168' 7""",Cal State LA Twilight Open,2014-04-17,DT,W
61,"Bliss, Tori",JR-3,LSU,51.36m,"168' 6""",Miami Hurricane Alumni Invitational,2014-04-12,DT,W
62,"Springman, Haley",JR-3,Pittsburgh,51.29m,"168' 3""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,DT,W
62,"Griffiths, Monique",SO-2,Cal St. Northridge,51.29m,"168' 3""",UCR Spring Break Invitational,2014-03-27,DT,W
64,"Ausman , Melissa",FR-1,Oregon State,51.20m,"168' 0""",OSU High Performance - Individuals / Clubs,2014-05-01,DT,W
65,"Monroe, Amber",JR-3,Miami,51.18m,"167' 11""",Georgia Tech Invitational,2014-05-16,DT,W
66,"Guynn, Maressa",SR-4,Navy,51.15m,"167' 10""",James Madison University Quad,2014-04-19,DT,W
67,"Okwelogu, Nikki",FR-1,Harvard,51.14m,"167' 9""",UCSD Triton Invitational,2014-04-25,DT,W
68,"James, Hilenn",SR-4,Georgia,51.00m,"167' 4""",Georgia Invitational,2014-05-10,DT,W
69,"Porter, Jazmin",JR-3,Weber State,50.96m,"167' 2""",2014 BYU Robison Invitational,2014-04-23,DT,W
70,"Anunike, Adaora",JR-3,Miami (Ohio),50.87m,"166' 11""",All-Ohio Track & Field Champs,2014-04-12,DT,W
71,"Wallace-Sipp, Jazjuan",SO-2,Illinois,50.77m,"166' 7""",2014 Drake Relays presented by Hy-Vee,2014-04-23,DT,W
72,"Guenther, Angie",FR-1,Minnesota,50.72m,"166' 5""",Musco Invitational,2014-05-03,DT,W
73,"Long, Adrienne",SR-4,Texas Tech,50.71m,"166' 4""",TTU Red Raider Open,2014-05-03,DT,W
74,"Finney, Kaylee",SR-4,Michigan State,50.70m,"166' 4""",Ashland Alumni Open,2014-04-25,DT,W
75,"Halvorson, Aslynn",SR-4,Tennessee,50.62m,"166' 1""",Soka Peace Invitational,2014-04-18,DT,W
76,"Smith, Mariah",JR-3,Illinois,50.61m,"166' 0""",Illinois Twilight,2014-04-12,DT,W
77,"Pool, J'Cee",SO-2,Texas Tech,50.58m,"165' 11""",TTU Red Raider Open,2014-05-03,DT,W
77,"Dincoff, Rachel",SO-2,Auburn,50.58m,"165' 11""",Alabama vs. Mississippi Border Clash,2014-04-11,DT,W
79,"Henderson, Emmonnie",FR-1,Louisville,50.51m,"165' 8""",Louisville Twilight Classic,2014-05-16,DT,W
80,"Hicks, Cion",FR-1,Baylor,50.49m,"165' 8""",Florida Relays,2014-04-03,DT,W
81,"Allam, Lauren",SR-4,Navy,50.46m,"165' 7""",James Madison University Quad,2014-04-19,DT,W
82,"McClinton, Nakel",FR-1,Indiana,50.42m,"165' 5""",Penn Relays,2014-04-24,DT,W
83,"Darpolor, Kebbeh",SO-2,Brown,50.40m,"165' 4""",Brown Invitational,2014-04-12,DT,W
84,"Evans, Alexa",SO-2,San Diego St.,50.39m,"165' 4""",Mountain West Outdoor Track & Field Championships,2014-05-14,DT,W
85,"Kurzdorfer, Melissa",SR-4,Penn State,50.26m,"164' 11""",35th Sun Angel Track Classic,2014-04-11,DT,W
85,"Nicholson, Jennifer",JR-3,Liberty,50.26m,"164' 11""",2014 Clyde Littlefield Texas Relays,2014-03-26,DT,W
87,"Hydrick, Jill",SR-4,Texas A&M,50.14m,"164' 6""",LSU Invitational,2014-05-03,DT,W
88,"Chappell, Sarah",SO-2,DePaul,50.12m,"164' 5""",Louisville Twilight Classic,2014-05-16,DT,W
89,"Lebert, Sasha-Ann",JR-3,Florida A&M,50.08m,"164' 4""",FSU Seminole Invitational,2014-04-11,DT,W
90,"Perrine, Cristina",SR-4,Bowling Green,50.06m,"164' 3""",Bowling Green vs. Toledo Dual Meet,2014-05-02,DT,W
91,"Wallerstedt, Michelle",SO-2,George Mason,50.04m,"164' 2""",Florida Relays,2014-04-03,DT,W
92,"Counts, Mariah",JR-3,Cal St. Northridge,49.85m,"163' 6""",Big West Outdoor Track and Field Championship,2014-05-16,DT,W
93,"Taylor, Kayla",SO-2,Southern Miss.,49.84m,"163' 6""",Golden Eagle Classic,2014-04-26,DT,W
93,"Evans, Katie",SR-4,Missouri,49.84m,"163' 6""",2014 ESU Mid-Week Open,2014-04-23,DT,W
95,"Bessard, Rechelle",SO-2,Northwestern St.,49.82m,"163' 5""",Southland Conference Track & Field Championship,2014-05-09,DT,W
96,"Griep, Molly",SO-2,North Dakota,49.79m,"163' 4""",USD Snowbird,2014-04-05,DT,W
97,"Foster, Kate",SO-2,Oklahoma,49.73m,"163' 2""",Brutus Hamilton Challenge,2014-04-26,DT,W
98,"Oliver, Ariel",FR-1,San Diego St.,49.65m,"162' 11""",Bryan Clay Invitational,2014-04-18,DT,W
98,"Brown, Teronda",SR-4,Navy,49.65m,"162' 11""",Penn Relays,2014-04-24,DT,W
100,"Reiser, Kori",FR-1,Bowling Green,49.59m,"162' 8""",Bowling Green vs. Toledo Dual Meet,2014-05-02,DT,W
1,"Vaughan, Shelbi",JR-3,Texas A&M,64.52m,"211' 8""",SEC Championships,2015-05-14,DT,W
2,"Hicks, Kiah",SR-4,Colorado St.,59.92m,"196' 7""",Mountain West Outdoor Track & Field Championships,2015-05-13,DT,W
3,"Novy, Tera",JR-3,USC,59.12m,"193' 11""",CSULA 2015 Twilight Open,2015-04-16,DT,W
4,"Daniels, Katelyn",FR-1,Michigan State,59.06m,"193' 9""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,W
5,"Thomas, Danniel",JR-3,Kent State,58.77m,"192' 10""",Mid-American Outdoor Track & Field Championships,2015-05-14,DT,W
6,"Card, Kelsey",JR-3,Wisconsin,58.71m,"192' 7""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,W
7,"Collatz, Alexandra",SR-4,USC,57.82m,"189' 8""",CSULA 2015 Twilight Open,2015-04-16,DT,W
8,"Henderson, Emmonnie",SO-2,Louisville,57.54m,"188' 9""",2015 UT Challenge,2015-05-02,DT,W
9,"Allman, Valarie",SO-2,Stanford,57.48m,"188' 7""",Big Meet: Cal vs. Stanford,2015-04-11,DT,W
10,"Famurewa, Beckie",JR-3,Kentucky,57.13m,"187' 5""",SEC Championships,2015-05-14,DT,W
11,"Viberg, Julia",JR-3,Northern Arizona,57.07m,"187' 3""",2015 Clyde Littlefield Texas Relays,2015-03-25,DT,W
12,"Ewen, Maggie",FR-1,Arizona State,56.91m,"186' 8""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,DT,W
13,"Clark, Kree",JR-3,Jacksonville,56.41m,"185' 1""",North Florida Twilight Meet,2015-04-10,DT,W
14,"Hall, Samantha",JR-3,UTEP,56.40m,"185' 0""",Conference USA Outdoor Track & Field Championships,2015-05-14,DT,W
15,"Evans, Alexa",JR-3,San Diego St.,56.22m,"184' 5""",Mountain West Outdoor Track & Field Championships,2015-05-13,DT,W
16,"Jacobs, Madison",SO-2,Kentucky,56.03m,"183' 10""",SEC Championships,2015-05-14,DT,W
17,"Natrasevschi, Josie",FR-1,Brown,56.00m,"183' 9""",2015 Penn Relays,2015-04-23,DT,W
18,"Szykowny, Alison",SR-4,Loyola (Ill.),55.91m,"183' 5""",Redbird Track And Field Invitational,2015-05-01,DT,W
19,"Dincoff, Rachel",JR-3,Auburn,55.80m,"183' 1""",SEC Championships,2015-05-14,DT,W
20,"Hammar, Rebecca",SR-4,Stanford,55.65m,"182' 7""",Stanford Invitational,2015-04-03,DT,W
21,"Cooks, Alexis",SR-4,Akron,55.31m,"181' 5""",Akron Campbell-Wright Invitational,2015-05-08,DT,W
22,"Carson, Hannah",JR-3,Texas Tech,54.98m,"180' 4""",Wes Kittley Invitational 2015,2015-04-11,DT,W
23,"Esser, Agnes",FR-1,Minnesota,54.38m,"178' 5""",Musco Invitational,2015-05-02,DT,W
24,"Bliss, Tori",SR-4,LSU,54.37m,"178' 4""",2015 Clyde Littlefield Texas Relays,2015-03-25,DT,W
25,"Stanford, Devin",SR-4,Minnesota,54.24m,"177' 11""",2015 Triton Invitational,2015-04-24,DT,W
26,"Zarankaite, Ieva",SO-2,Oklahoma State,54.13m,"177' 7""",Bobcat Invitational,2015-03-26,DT,W
27,"Pete, Aaliyah",SO-2,Colorado St.,54.03m,"177' 3""",Mountain West Outdoor Track & Field Championships,2015-05-13,DT,W
28,"Peoples, Kearsten",SR-4,Missouri,53.98m,"177' 1""",Tom Botts Invitational,2015-05-01,DT,W
29,"Brown, Devene",JR-3,Central Michigan,53.89m,"176' 10""",Toledo Invitational,2015-05-07,DT,W
30,"Tsema, Dasha",JR-3,Kansas,53.82m,"176' 7""",Kansas Relays,2015-04-15,DT,W
31,"Okwelogu, Nikki",SO-2,Harvard,53.78m,"176' 5""",Ivy League Outdoor Track & Field Championships,2015-05-09,DT,W
32,"Lange, Julie",SO-2,Texas State,53.74m,"176' 4""",Bobcat Invitational,2015-03-26,DT,W
33,"Daucher, Miranda",SO-2,Buffalo,53.72m,"176' 3""",Univ of Rochester Alumni Invitational,2015-04-02,DT,W
34,"Gaston, Ashley",SR-4,Southern Illinois,53.70m,"176' 2""",2015 MVC Outdoor Track and Field Championships,2015-05-15,DT,W
35,"Watkins, Deja",JR-3,UC Riverside,53.59m,"175' 10""",2015 Triton Invitational,2015-04-24,DT,W
36,"Brand, Erica",SR-4,Duke,53.51m,"175' 7""",Georgia Tech Invitational,2015-04-17,DT,W
37,"Hicks, Cion",SO-2,Baylor,53.47m,"175' 5""",2015 Clyde Littlefield Texas Relays,2015-03-25,DT,W
38,"Price, DeAnna",JR-3,Southern Illinois,53.46m,"175' 5""",2015 MVC Outdoor Track and Field Championships,2015-05-15,DT,W
39,"Counts, Mariah",SR-4,Cal St. Northridge,53.43m,"175' 3""",UCR Spring Classic Invitational,2015-03-26,DT,W
40,"Bessard, Rechelle",JR-3,Northwestern St.,53.32m,"174' 11""",Demon Triangular,2015-04-11,DT,W
41,"Morgan, Alexandra",SR-4,Oklahoma,52.95m,"173' 9""",John Jacobs Invitational,2015-04-17,DT,W
42,"Hartig, Alex",SR-4,Arizona State,52.91m,"173' 7""",Pac-12 Track & Field Championships,2015-05-15,DT,W
43,"Meyer, Alex",FR-1,Nebraska,52.77m,"173' 1""",Musco Invitational,2015-05-02,DT,W
44,"Woodard, Jessica",FR-1,Oklahoma,52.73m,"173' 0""",Rafer / JJK Collegiate Invitational,2015-04-11,DT,W
45,"Burrell, Jasmine",SR-4,San Diego St.,52.63m,"172' 8""",2015 Triton Invitational,2015-04-24,DT,W
46,"Watkins, Sequoia",JR-3,North Carolina St.,52.60m,"172' 7""",2015 Penn Relays,2015-04-23,DT,W
47,"Cox, Corina",SO-2,Troy,52.56m,"172' 5""",Sun Belt Outdoor Track and Field Championships,2015-05-08,DT,W
47,"Rushin, Jill",SR-4,Missouri,52.56m,"172' 5""",2015 Clyde Littlefield Texas Relays,2015-03-25,DT,W
49,"Muchkayev, Anastasiya",JR-3,Kansas,52.41m,"171' 11""",2015 ESU Spring Open,2015-03-28,DT,W
50,"Carr, Calea",FR-1,Arkansas State,52.36m,"171' 9""",Sun Belt Outdoor Track and Field Championships,2015-05-08,DT,W
51,"Gunn, Taylor",SR-4,UTEP,52.34m,"171' 9""",Conference USA Outdoor Track & Field Championships,2015-05-14,DT,W
52,"Pratt, Tonia",SR-4,Murray State,52.22m,"171' 4""",Ohio Valley Conference Championships,2015-05-15,DT,W
53,"Johnson, Taylor",SR-4,Monmouth,52.05m,"170' 9""",2015 Penn Relays,2015-04-23,DT,W
54,"Detloff, Molli",FR-1,North Dakota,52.00m,"170' 7""",Lyle Hokanson Classic,2015-05-01,DT,W
55,"Sherrill, Sidra",SR-4,Northern Illinois,51.97m,"170' 6""",Bobcat Invitational,2015-03-26,DT,W
55,"Griffiths, Monique",JR-3,Cal St. Northridge,51.97m,"170' 6""",2015 Big West Championships,2015-05-15,DT,W
57,"Foster, Kate",JR-3,Oklahoma,51.88m,"170' 2""",Rafer / JJK Collegiate Invitational,2015-04-11,DT,W
58,"Wallerstedt, Michelle",JR-3,George Mason,51.87m,"170' 2""",2015 Penn Relays,2015-04-23,DT,W
59,"Marfo, Obeng",FR-1,Penn State,51.86m,"170' 2""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,W
60,"Porlier-Langlois, Alex",JR-3,Hawaii,51.85m,"170' 1""",2015 Big West Championships,2015-05-15,DT,W
61,"Taylor, Tremanisha",SR-4,North Carolina St.,51.77m,"169' 10""",High Point VertKlasse,2015-04-03,DT,W
62,"Taylor, Kayla",JR-3,Southern Miss.,51.75m,"169' 9""",Conference USA Outdoor Track & Field Championships,2015-05-14,DT,W
63,"Polk, Rachel",SR-4,Southern Miss.,51.74m,"169' 9""",LSU Alumni Gold,2015-04-18,DT,W
64,"Levy, Daina",JR-3,Kansas,51.70m,"169' 7""",Rock Chalk Classic,2015-05-02,DT,W
65,"Weimerskirch, Katelyn",SO-2,North Dakota State,51.57m,"169' 2""",Husker Spring Invitational,2015-04-11,DT,W
66,"Reese, Cydnee",SO-2,Air Force,51.53m,"169' 1""",Texas Invitational,2015-04-11,DT,W
67,"Murillo, Emma",SR-4,Eastern Washington,51.52m,"169' 0""",Pelluer Invitational 2015,2015-04-11,DT,W
68,"Cameron, Lloydricia",FR-1,Florida,51.48m,"168' 11""",2015 Clyde Littlefield Texas Relays,2015-03-25,DT,W
69,"Ogunleye, Precious",JR-3,Miami,51.32m,"168' 4""",Florida State Relays,2015-03-27,DT,W
70,"Bingham, Maci",SR-4,Utah State,51.29m,"168' 3""",2015 Utah State Mark Faldmo Meet,2015-04-17,DT,W
71,"Hillman, Christina",JR-3,Iowa State,51.28m,"168' 3""",LSU Alumni Gold,2015-04-18,DT,W
72,"Saunders, Raven",FR-1,Southern Illinois,51.21m,"168' 0""",Big Blue Classic 2015,2015-04-02,DT,W
73,"Onyekwere, Chioma",JR-3,Maryland,51.13m,"167' 9""",Sam Howell Invitational,2015-04-03,DT,W
74,"Burks, Ke-Ke",JR-3,Minnesota,51.12m,"167' 8""",2015 Triton Invitational,2015-04-24,DT,W
75,"Price, Justine",SR-4,Houston,51.11m,"167' 8""",2015 Clyde Littlefield Texas Relays,2015-03-25,DT,W
76,"Flint, Gina",FR-1,Washington,51.06m,"167' 6""",2015 UW v. WSU Dual,2015-05-01,DT,W
77,"Gordon, Alexis",SO-2,UL-Monroe,51.02m,"167' 5""",Sun Belt Outdoor Track and Field Championships,2015-05-08,DT,W
78,"Darpolor, Kebbeh",JR-3,Brown,50.99m,"167' 3""",Ivy League Outdoor Track & Field Championships,2015-05-09,DT,W
79,"Alesi, Rachel",SO-2,San Diego St.,50.91m,"167' 0""",UCLA Legends Invitational,2015-04-03,DT,W
80,"Gutierrez, Kayla",JR-3,SE Missouri,50.83m,"166' 9""",Tennessee Relays,2015-04-09,DT,W
81,"Dowson, Phoebe",JR-3,South Alabama,50.77m,"166' 7""",Jaguar Opener,2015-03-06,DT,W
82,"Chin, Rayann",SR-4,SMU,50.72m,"166' 5""",Longhorn Invitational,2015-05-02,DT,W
83,"Hazelwood, Micaela",FR-1,Purdue,50.67m,"166' 3""",2015 Drake Relays presented by Hy-Vee,2015-04-22,DT,W
84,"Cumings, Mychelle",JR-3,Liberty,50.56m,"165' 10""",2015 Penn Relays,2015-04-23,DT,W
85,"Jarchow, Ginger",JR-3,Arizona State,50.54m,"165' 10""",2015 Triton Invitational,2015-04-24,DT,W
86,"Smith, Mariah",SR-4,Illinois,50.40m,"165' 4""",Rankin/Poehlein Invitational,2015-05-01,DT,W
87,"Melgar, Kayla",FR-1,Abilene Christian,50.39m,"165' 4""",John Jacobs Invitational,2015-04-17,DT,W
88,"Brown, Adriana",FR-1,Kentucky,50.36m,"165' 3""",2015 Triton Invitational,2015-04-24,DT,W
89,"Ioane, Charlinda",JR-3,Hawaii,50.20m,"164' 8""",2015 Rainbow Relays,2015-04-10,DT,W
90,"Ausman , Melissa",SO-2,Oregon State,50.05m,"164' 2""",Oregon Relays,2015-04-16,DT,W
91,"Bickham, Tyra",SO-2,Northern Illinois,49.94m,"163' 10""",Mid-American Outdoor Track & Field Championships,2015-05-14,DT,W
92,"Merriweather, Victoria",SO-2,Charlotte,49.93m,"163' 10""",Radford University Highlander Invitational,2015-04-24,DT,W
93,"Cueva, Brianna",SO-2,Cal St. Northridge,49.87m,"163' 7""",2015 Big West Championships,2015-05-15,DT,W
94,"Bradshaw, Alisha",SR-4,Western Carolina,49.81m,"163' 5""",Florida Relays,2015-04-02,DT,W
95,"Whittaker, Alysiah",SO-2,Georgia State,49.76m,"163' 3""",2015 Aggie Last Chance,2015-05-17,DT,W
96,"Rutz, Katelyn",JR-3,Indiana State,49.65m,"162' 11""",Pacesetter Sports Invitational,2015-05-02,DT,W
97,"Oliver, Ariel",SO-2,San Diego St.,49.61m,"162' 9""",Mountain West Outdoor Track & Field Championships,2015-05-13,DT,W
97,"O'Rourke, Denise",FR-1,VCU,49.61m,"162' 9""",Virginia Challenge,2015-04-17,DT,W
99,"Negrete, Stephanie",SR-4,Western Michigan,49.55m,"162' 7""",Toledo Invitational,2015-05-07,DT,W
100,"Guenther, Angie",SO-2,Minnesota,49.44m,"162' 2""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,W
1,"Lawrence, Shadae",SR-4,Colorado St.,65.05m,"213' 5""",Mountain West Outdoor Track & Field Championship,2019-05-08,DT,W
2,"Tausaga, Laulauga",JR-3,Iowa,62.28m,"204' 4""",Beach Invitational,2019-04-19,DT,W
3,"Love, Shanice",JR-3,Florida State,61.54m,"201' 11""",FSU Relays (College),2019-03-22,DT,W
4,"Jacobs, Gabi",SR-4,Missouri,60.25m,"197' 8""",Wichita State Herm Wilson Invitational,2019-03-21,DT,W
5,"Russell, Terrisa",SR-4,FIU,58.49m,"191' 11""",Virginia Grand Prix,2019-04-26,DT,W
6,"Emilianov, Alexandra",SO-2,Kansas,58.01m,"190' 4""",Big 12 Outdoor Track and Field Championships,2019-05-10,DT,W
7,"Amaechi, Obiageri",SO-2,Princeton,57.95m,"190' 1""",Ivy League Outdoor Track & Field Championships,2019-05-04,DT,W
7,"Spanoudakis , Konstadina",SO-2,Iowa,57.95m,"190' 1""",Musco Twilight,2019-04-13,DT,W
9,"Bruckner, Elena",JR-3,Texas,57.40m,"188' 4""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,DT,W
10,"Anumba, Ashley",SO-2,Penn,57.36m,"188' 2""",2019 Larry Ellis Invitational,2019-04-20,DT,W
11,"Laufenberg, Sydney",JR-3,Illinois State,56.99m,"187' 0""",Ole Miss Classic,2019-03-30,DT,W
12,"Wilson, Alyssa",SO-2,UCLA,56.97m,"186' 11""",USC vs UCLA,2019-04-27,DT,W
13,"Coward, Barbara",SR-4,UC Irvine,56.79m,"186' 4""",2019 Triton Invitational,2019-04-12,DT,W
14,"Harris, Venique",SR-4,Albany,56.69m,"186' 0""",Florida Relays,2019-03-28,DT,W
15,"Bedard, Kelcey",SR-4,Colorado St.,56.52m,"185' 5""",Beach Invitational,2019-04-19,DT,W
16,"Reese, Erin",SR-4,Indiana State,56.45m,"185' 2""",Jesse Owens Classic - The Ohio State University,2019-04-26,DT,W
17,"Ajagbe, Debbie",SO-2,Miami (Fla.),56.39m,"185' 0""",Miami Hurricane Alumni Invitational,2019-04-12,DT,W
18,"Petr, Ashley",JR-3,Kansas State,56.32m,"184' 9""",Big 12 Outdoor Track and Field Championships,2019-05-10,DT,W
19,"Forrest, Makenli",SO-2,Louisville,55.76m,"182' 11""",37th Annual Victor Lopez Classic,2019-03-21,DT,W
20,"Rivera, Sophia",SO-2,Missouri,55.75m,"182' 11""",Mizzou Spring Open,2019-04-06,DT,W
21,"Rashid, Zakiya",JR-3,Miami (Fla.),55.13m,"180' 10""",Miami Power 5 Trailblazer Challenge,2019-03-23,DT,W
22,"Noennig, Samantha",SO-2,Arizona State,55.09m,"180' 9""",2019 Pac-12 Track & Field Championships,2019-05-04,DT,W
23,"Wilson, Abigale",SR-4,Akron,55.08m,"180' 8""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,DT,W
24,"Usual, Seasons",SO-2,Texas Tech,54.75m,"179' 7""",Big 12 Outdoor Track and Field Championships,2019-05-10,DT,W
25,"Phelps, Kiana",JR-3,Oregon,54.74m,"179' 7""",41st Annual Aztec Invitational,2019-03-22,DT,W
25,"Scarvelis, Stamatia",SR-4,Tennessee,54.74m,"179' 7""",Stanford Invitational,2019-03-29,DT,W
27,"Igberaese, Chelsea",SO-2,Liberty,54.71m,"179' 6""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,DT,W
28,"Freeman, Karlee",FR-1,USC,54.70m,"179' 5""",2019 Triton Invitational,2019-04-12,DT,W
29,"Warren, Portious",SR-4,Alabama,54.62m,"179' 2""",LSU Battle on the Bayou,2019-04-06,DT,W
30,"Brandenburg, Annina",SO-2,Abilene Christian,54.58m,"179' 1""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,DT,W
31,"Bailey, Gabrielle",FR-1,Kent State,54.27m,"178' 1""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,DT,W
32,"Anderson, Amanda",SO-2,North Dakota State,54.23m,"177' 11""",2019 Husker Spring Invitational,2019-04-05,DT,W
32,"Sabin, Kiley",SR-4,Minnesota,54.23m,"177' 11""",Stanford Invitational,2019-03-29,DT,W
34,"Meyer, Alex",SR-4,Nebraska,54.17m,"177' 9""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,DT,W
35,"Melgar, Kayla",SR-4,Abilene Christian,53.96m,"177' 0""",ACU Oliver Jackson Twilight,2019-04-25,DT,W
36,"Oneal, Shauneice",SO-2,Southern Illinois,53.81m,"176' 6""",Tennessee Relays,2019-04-11,DT,W
37,"Fautsch, Nicole",JR-3,Kentucky,53.76m,"176' 4""",Kentucky Track & Field Invitational,2019-04-20,DT,W
38,"Pollard, Madison",FR-1,Indiana,53.59m,"175' 10""",2019 Billy Hayes Invitational,2019-05-03,DT,W
39,"Flint, Brenn",SR-4,Utah State,53.47m,"175' 5""",Mountain West Outdoor Track & Field Championship,2019-05-08,DT,W
40,"Britt, Tedreauna",FR-1,Ole Miss,53.45m,"175' 4""",Miami Power 5 Trailblazer Challenge,2019-03-23,DT,W
41,"Gorum, Taylor",SO-2,Florida A&M,53.43m,"175' 3""",MEAC Outdoor Track & Field Championships,2019-05-02,DT,W
42,"Muzzio, Maria",JR-3,Colorado St.,53.38m,"175' 1""",Beach Invitational,2019-04-19,DT,W
43,"Grotegeer, Erica",FR-1,San Diego St.,53.33m,"175' 0""",Mountain West Outdoor Track & Field Championship,2019-05-08,DT,W
44,"Rains, Gabrielle",JR-3,FIU,53.23m,"174' 8""",Miami Hurricane Alumni Invitational,2019-04-12,DT,W
45,"Mader, Kendall",SR-4,California,53.09m,"174' 2""",Big Meet,2019-04-06,DT,W
46,"Gordon, Meia",JR-3,Oklahoma,53.07m,"174' 1""",Big 12 Outdoor Track and Field Championships,2019-05-10,DT,W
47,"Lenton, Samantha",SO-2,Memphis,53.04m,"174' 0""",War Eagle Invitational 2019,2019-04-19,DT,W
48,"Barton, Hanna",SR-4,Wisconsin,52.98m,"173' 10""",Wisconsin Alumni Classic,2019-05-03,DT,W
49,"Howard, Erin",SO-2,Central Michigan,52.92m,"173' 7""",Mid-American Conference Outdoor Track & Field Championships,2019-05-09,DT,W
