,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
31,"Thompson, Alex",JR-3,Wisconsin,57.94m,"190' 1""",Wisconsin Open,2014-05-10,DT,M
32,"Walderzak, Cole",SO-2,Central Michigan,57.87m,"189' 10""",GVSU Last Chance Meet,2014-05-10,DT,M
33,"Williams, Joe",FR-1,Alabama,57.78m,"189' 7""",Alabama vs. Mississippi Border Clash,2014-04-11,DT,M
34,"Brown, Darian",JR-3,Texas State,57.74m,"189' 5""",Texas Invitational,2014-04-12,DT,M
35,"Fraser, Jacob",JR-3,Long Beach St.,57.73m,"189' 5""",2014 Cal-Nevada Track & Field Championships,2014-04-04,DT,M
36,"Rowan, Dalton",JR-3,Texas A&M,57.62m,"189' 0""",UTSA Texas Challenge Invitational,2014-03-21,DT,M
37,"Garrett, Richard",SR-4,UTSA,57.44m,"188' 5""",Conference USA Outdoor Track & Field Championships,2014-05-15,DT,M
38,"Rose, Alex",SR-4,Central Michigan,57.29m,"187' 11""",Spartan Invitational 2014,2014-04-04,DT,M
39,"Schiffer, Matt",SR-4,Northern Iowa,57.26m,"187' 10""",2014 Jim Duncan Invitational,2014-04-11,DT,M
40,"Cooper, Mitchell",FR-1,Kansas,56.99m,"187' 0""",UCSD Triton Invitational,2014-04-25,DT,M
41,"Kieras, Tautvydas",JR-3,Miss State,56.82m,"186' 5""",Golden Eagle Classic,2014-04-26,DT,M
42,"Simmons, Isaiah",SO-2,Miami,56.68m,"185' 11""",Miami Hurricane Alumni Invitational,2014-04-12,DT,M
43,"Gamble, Austin",SR-4,Duke,56.66m,"185' 11""",High Point VertKlasse Meeting,2014-04-04,DT,M
44,"Simon, Dillon",JR-3,Maryland-Eastern Shore,56.48m,"185' 4""",MSU Legacy Track & Field Meet,2014-04-18,DT,M
45,"Noe, Brandon",JR-3,Illinois,56.45m,"185' 2""",Illinois Twilight,2014-04-12,DT,M
46,"Williams, Nathaniel",SR-4,North Carolina St.,56.37m,"184' 11""",Penn Relays,2014-04-24,DT,M
47,"Damadzic, Adam",SO-2,TCU,56.23m,"184' 6""",Big 12 Outdoor Track and Field Championships,2014-05-16,DT,M
48,"Jakobsson, Blake",JR-3,Texas,55.80m,"183' 1""",Texas Invitational,2014-04-12,DT,M
49,"Barr, Will",SR-4,Penn State,55.74m,"182' 10""",Penn Relays,2014-04-24,DT,M
50,"Johnson, Luke",SO-2,Minnesota,55.73m,"182' 10""",Mark Messersmith,2014-05-09,DT,M
51,"Olsen, Brett",JR-3,SE Louisiana,55.57m,"182' 4""",2014 Clyde Littlefield Texas Relays,2014-03-26,DT,M
52,"Palmer, Evan",SR-4,Buffalo,55.43m,"181' 10""",Bison Outdoor Classic,2014-04-12,DT,M
52,"De Beer, Gerhard",FR-1,Arizona,55.43m,"181' 10""",Pac-12 Outdoor Track and Field Championships,2014-05-17,DT,M
54,"Randall , Devin",SO-2,Arkansas,55.33m,"181' 6""",John McDonnell Invitational,2014-04-11,DT,M
55,"Sandri, Brice",JR-3,Fresno State,55.29m,"181' 5""",2014 UC Irvine Spring Break,2014-03-21,DT,M
56,"Hock, Johannes",SO-2,Texas,55.20m,"181' 1""",Big 12 Outdoor Track and Field Championships,2014-05-16,DT,M
57,"Padovano, Dominick",JR-3,Notre Dame,55.17m,"181' 0""",GVSU Last Chance Meet,2014-05-10,DT,M
58,"Wells, Andrew",JR-3,Pittsburgh,55.16m,"181' 0""",Tennessee Relays,2014-04-10,DT,M
59,"Kovar, Jayson",SO-2,Southern Utah,55.10m,"180' 9""",UCR Spring Break Invitational,2014-03-27,DT,M
60,"DaCosta, Chadrick",FR-1,Florida State,54.99m,"180' 5""",Penn Relays,2014-04-24,DT,M
61,"Hilliard, Desmine",JR-3,Baylor,54.98m,"180' 4""",Texas Invitational,2014-04-12,DT,M
62,"Vaughn, Luke",FR-1,Memphis,54.97m,"180' 4""",Georgia Tech Invitational,2014-05-16,DT,M
63,"Allen, Kevin",SO-2,Utah State,54.92m,"180' 2""",Oregon Preview,2014-03-22,DT,M
64,"Ragonesi, Gian",FR-1,Miami,54.89m,"180' 1""",Georgia Tech Invitational,2014-05-16,DT,M
65,"Milliron, Jeff",SR-4,SE Louisiana,54.86m,"180' 0""",Alabama Relays,2014-03-20,DT,M
66,"Barber, Justin",JR-3,Minnesota,54.83m,"179' 11""",Musco Invitational,2014-05-03,DT,M
67,"Ohakwe, Michael",JR-3,Arizona State,54.80m,"179' 9""",2014 Double Dual Meet UA/ASU/NAU,2014-05-03,DT,M
68,"Reiff, Caleb",FR-1,Purdue,54.72m,"179' 6""",Dave Rankin Invite,2014-05-02,DT,M
69,"Popenfoose, Marcus",SR-4,Auburn,54.63m,"179' 3""",SEC Outdoor Championship,2014-05-15,DT,M
70,"Song, Brenden",FR-1,California,54.61m,"179' 2""",Payton Jordan Cardinal Invitational,2014-05-04,DT,M
71,"Liokumovich, Igor",JR-3,Harvard,54.51m,"178' 10""",UCSD Triton Invitational,2014-04-25,DT,M
72,"Jensen, Curtis",SR-4,Illinois State,54.44m,"178' 7""",ISU Invite,2014-05-03,DT,M
73,"Ljunberg, Micael",SO-2,Northern Arizona,54.42m,"178' 6""",Big Sky Conference Outdoor Track & Field Championships,2014-05-14,DT,M
73,"Johnson, Shawn",SR-4,North Dakota,54.42m,"178' 6""",NDSU Tune Up,2014-05-09,DT,M
75,"Skrla, Ben",JR-3,Texas A&M,54.35m,"178' 4""",SEC Outdoor Championship,2014-05-15,DT,M
76,"Williams, Kerrick",SR-4,Charlotte,54.32m,"178' 2""",Florida Relays,2014-04-03,DT,M
77,"Scarvelis, Nicholas",SO-2,UCLA,54.30m,"178' 2""",LSU Battle on the Bayou,2014-04-05,DT,M
78,"Budincich, Nicholas",SO-2,Stanford,54.27m,"178' 1""",Pac-12 Outdoor Track and Field Championships,2014-05-17,DT,M
79,"Jennings, Mark",JR-3,Minnesota,54.22m,"177' 11""",Hamline Invitational,2014-04-09,DT,M
79,"Wade, Steve",SO-2,Louisville,54.22m,"177' 11""",Border Battle,2014-04-12,DT,M
81,"Freeman, Josh",SO-2,Southern Illinois,54.17m,"177' 9""",2014 Red Wolf Open,2014-04-26,DT,M
82,"Plummer, James",FR-1,Clemson,54.16m,"177' 8""",ACC Outdoor Track & Field Championships,2014-04-17,DT,M
83,"Hamsley, Codie",FR-1,Louisville,54.05m,"177' 4""",Lenny Lyles-Clark Wood Invitational,2014-03-28,DT,M
84,"Kyle, Shon",JR-3,SE Missouri,54.03m,"177' 3""",2014 OVC Outdoor T&F Championships,2014-05-02,DT,M
85,"Gagne, Justin",SR-4,Maine,53.95m,"177' 0""",Penn Relays,2014-04-24,DT,M
86,"Nwuzi, Chijoke",JR-3,California,53.93m,"176' 11""",Cal Opener,2014-03-08,DT,M
87,"Van Veen, JT",SO-2,Colorado St.,53.79m,"176' 6""",Mountain West Outdoor Track & Field Championships,2014-05-14,DT,M
87,"Manns, Adam",FR-1,East Carolina,53.79m,"176' 6""",Conference USA Outdoor Track & Field Championships,2014-05-15,DT,M
89,"Jones, Jonathan",JR-3,Buffalo,53.77m,"176' 5""",Mid-American Outdoor Track & Field Championships,2014-05-15,DT,M
90,"Stewart, Emmanuel",SR-4,Morgan State,53.68m,"176' 1""",MSU Legacy Track & Field Meet,2014-04-18,DT,M
91,"Stetler, Zachary",SO-2,BYU,53.66m,"176' 0""",Stanford Invitational,2014-04-04,DT,M
92,"Ikeme, Chima",JR-3,UC Riverside,53.64m,"176' 0""",UCSD Triton Invitational,2014-04-25,DT,M
93,"Valind, Dustin",FR-1,South Dakota,53.59m,"175' 10""",Cal State LA Twilight Open,2014-04-17,DT,M
94,"Jeffrey, Errol",SR-4,Monmouth,53.58m,"175' 9""",Wake Forest Open,2014-03-21,DT,M
95,"Gjokaj, Vinny",FR-1,Michigan State,53.46m,"175' 5""",Tennessee Relays,2014-04-10,DT,M
96,"Young, Jordan",FR-1,Arizona,53.39m,"175' 2""",2014 Double Dual Meet UA/ASU/NAU,2014-05-03,DT,M
97,"Szypka, Brad",JR-3,Kentucky,53.38m,"175' 1""",Kentucky Relays (College Division),2014-04-19,DT,M
98,"Collingwood, Richard",SR-4,Southern Miss.,53.35m,"175' 0""",Black and Gold Invitational,2014-05-03,DT,M
99,"Tabor, Sean",SR-4,TCU,53.27m,"174' 9""",2014 Drake Relays presented by Hy-Vee,2014-04-23,DT,M
99,"Rowley, Lucas",JR-3,Stanford,53.27m,"174' 9""",Stanford Invitational,2014-04-04,DT,M
1,"Brown, Rodney",SR-4,LSU,65.04m,"213' 5""",2015 Penn Relays,2015-04-23,DT,M
2,"Mihaljevic, Filip",SO-2,Virginia,63.11m,"207' 1""",2015 Penn Relays,2015-04-23,DT,M
3,"Bailey, Tavis",SR-4,Tennessee,62.20m,"204' 1""",2015 UT Challenge,2015-05-02,DT,M
4,"Mattis, Sam",JR-3,Penn,61.80m,"202' 9""",2015 Penn Relays,2015-04-23,DT,M
5,"Tudor, Macklin",JR-3,Cincinnati,61.41m,"201' 6""",Louisville Twilight,2015-05-08,DT,M
6,"Mozia, Stephen",SR-4,Cornell,61.34m,"201' 3""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,DT,M
7,"Reed, Hayden",SO-2,Alabama,60.70m,"199' 2""",John Jacobs Invitational,2015-04-17,DT,M
8,"James, Antonio",SR-4,Michigan State,60.65m,"199' 0""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,M
9,"Young, Jordan",SO-2,Virginia,60.56m,"198' 8""",ACC Outdoor Track & Field Championships,2015-05-14,DT,M
10,"Barta, Marek",FR-1,Virginia Tech,60.15m,"197' 4""",ACC Outdoor Track & Field Championships,2015-05-14,DT,M
11,"Simon, Dillon",JR-3,Maryland-Eastern Shore,60.13m,"197' 3""",Wake Forest Open,2015-03-20,DT,M
12,"Kieras, Tautvydas",SR-4,Miss State,60.03m,"196' 11""",2015 University of Southern Mississippi Invitational,2015-04-24,DT,M
13,"Kotze, Jan-Louw",JR-3,South Alabama,59.72m,"195' 11""",Sun Belt Outdoor Track and Field Championships,2015-05-08,DT,M
14,"Weldon, Kole",SR-4,Texas Tech,59.39m,"194' 10""",Texas Tech Outdoor Open,2015-04-03,DT,M
15,"De Beer, Gerhard",SO-2,Arizona,59.34m,"194' 8""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,DT,M
16,"Snyder, Cody",SR-4,South Dakota,59.28m,"194' 6""",Bobcat Invitational,2015-03-26,DT,M
17,"Zunic, Stipe",SR-4,Florida,59.09m,"193' 10""",SEC Championships,2015-05-14,DT,M
18,"Crouser, Ryan",SR-4,Texas,58.92m,"193' 4""",Big 12 Outdoor Track & Field Championships,2015-05-15,DT,M
19,"Plummer, James",SO-2,Clemson,58.78m,"192' 10""",XIX Alan Connie Shamrock Invitational,2015-03-19,DT,M
20,"Harris, Clint",SR-4,Texas,58.38m,"191' 6""",2015 Penn Relays,2015-04-23,DT,M
21,"Awotunde, Olayinka [Josh]",FR-1,South Carolina,58.31m,"191' 4""",2015 Penn Relays,2015-04-23,DT,M
22,"Williams, Joe",SO-2,Alabama,58.26m,"191' 2""",Crimson Tide Invitational,2015-03-27,DT,M
23,"Vaughn, Luke",SO-2,Memphis,58.13m,"190' 8""",The American Outdoor Track & Field Championships,2015-05-14,DT,M
24,"Ceban, Nicolai",FR-1,Kansas,58.06m,"190' 6""",Rock Chalk Classic,2015-05-02,DT,M
25,"Cooper, Mitchell",SO-2,Kansas,58.05m,"190' 5""",Rock Chalk Classic,2015-05-02,DT,M
26,"Cochran, Ethan",SO-2,California,57.99m,"190' 3""",Cal Opener 2015,2015-03-07,DT,M
27,"Hull, Gabe",SR-4,Iowa,57.91m,"190' 0""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,M
28,"Clavette, Courtland",SR-4,Brown,57.51m,"188' 8""",2015 Penn Relays,2015-04-23,DT,M
29,"Brown, Darian",SR-4,Texas State,57.49m,"188' 7""",Bobcat Invitational,2015-03-26,DT,M
30,"Ohakwe, Michael",SR-4,Arizona State,57.35m,"188' 2""",2015 Mesa Classic,2015-04-10,DT,M
30,"Song, Brenden",SO-2,California,57.35m,"188' 2""",Payton Jordan Invitational,2015-05-02,DT,M
32,"Fraser, Jacob",JR-3,Long Beach St.,57.21m,"187' 8""",Anteater Four-Way Meet,2015-03-14,DT,M
33,"Freeman, Josh",JR-3,Southern Illinois,57.09m,"187' 4""",2015 MVC Outdoor Track and Field Championships,2015-05-15,DT,M
34,"Walderzak, Cole",JR-3,Central Michigan,56.99m,"187' 0""",Toledo Invitational,2015-05-07,DT,M
35,"Percy, Nicholas",FR-1,Nebraska,56.91m,"186' 8""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,M
36,"Sammons, Chase",JR-3,Oklahoma,56.77m,"186' 3""",Rafer / JJK Collegiate Invitational,2015-04-11,DT,M
37,"Zajac, Matthew",FR-1,Tennessee,56.55m,"185' 6""",2015 UT Challenge,2015-05-02,DT,M
38,"Rowan, Dalton",SR-4,Texas A&M,56.52m,"185' 5""",Bobcat Classic,2015-04-25,DT,M
39,"Johnson, Luke",JR-3,Minnesota,56.50m,"185' 4""",Wisconsin Open,2015-05-08,DT,M
40,"Ponzio, Nicholas",FR-1,USC,56.47m,"185' 3""",UCLA vs. USC,2015-05-03,DT,M
41,"Thompson, Alex",SR-4,Wisconsin,56.35m,"184' 10""",Sherman-Lukoski Invitational,2015-04-11,DT,M
42,"Olsen, Brett",SR-4,SE Louisiana,56.31m,"184' 9""",Bobcat Invitational,2015-03-26,DT,M
43,"Fulton, Fred",JR-3,Liberty,56.27m,"184' 7""",Big South Championships,2015-05-14,DT,M
44,"Elsner, Sam",SO-2,Minnesota,56.26m,"184' 7""",Wisconsin Open,2015-05-08,DT,M
45,"Wideman, Curtis",SR-4,Southern Illinois,56.23m,"184' 6""",Big Blue Classic 2015,2015-04-02,DT,M
46,"Spence, Will",SR-4,Texas,56.15m,"184' 3""",Texas Invitational,2015-04-11,DT,M
47,"Schmidt, Kai",FR-1,Abilene Christian,56.05m,"183' 11""",Bobcat Invitational,2015-03-26,DT,M
48,"Shaw, Jevaughn",SO-2,UL-Monroe,55.97m,"183' 7""",Sun Belt Outdoor Track and Field Championships,2015-05-08,DT,M
49,"Jagers, Phillip",SO-2,Akron,55.83m,"183' 2""",2015 Beach Invitational,2015-04-17,DT,M
49,"Catelli, Frank",JR-3,Washington,55.83m,"183' 2""",Pac-12 Track & Field Championships,2015-05-15,DT,M
51,"McDonald, Josh",FR-1,Wisconsin,55.82m,"183' 2""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,M
52,"Hamilton, Grant",JR-3,Air Force,55.80m,"183' 1""",Rock Chalk Classic,2015-05-02,DT,M
53,"Roach, Jordan",JR-3,Virginia Tech,55.62m,"182' 6""",Tennessee Relays,2015-04-09,DT,M
54,"Banagis, Dylan",SO-2,Central Michigan,55.61m,"182' 5""",Toledo Invitational,2015-05-07,DT,M
55,"Barber, Justin",SR-4,Minnesota,55.58m,"182' 4""",Carleton Relays,2015-04-18,DT,M
56,"Noe, Brandon",SR-4,Illinois,55.53m,"182' 2""",Big Blue Classic 2015,2015-04-02,DT,M
57,"Onyia, Emmanuel",SO-2,Florida State,55.51m,"182' 1""",ACC Outdoor Track & Field Championships,2015-05-14,DT,M
58,"Bartlett, Jeff",SO-2,Texas A&M,55.43m,"181' 10""",Bobcat Classic,2015-04-25,DT,M
58,"Beelen, TJ",JR-3,Southern Illinois,55.43m,"181' 10""",ASU Red Wolf Open,2015-04-24,DT,M
60,"Chowning, Dyrek",SO-2,Indiana,55.40m,"181' 9""",2015 Billy Hayes Invitational,2015-05-02,DT,M
61,"Martin, Victor",SR-4,Long Beach St.,55.21m,"181' 2""",2015 Big West Challenge,2015-04-10,DT,M
62,"Hicks, AJ",JR-3,North Carolina,55.18m,"181' 0""",Virginia Challenge,2015-04-17,DT,M
63,"Randall , Devin",JR-3,Arkansas,55.06m,"180' 8""",Stanford Invitational,2015-04-03,DT,M
64,"Van Veen, JT",JR-3,Colorado St.,54.97m,"180' 4""",Cowpoke Open,2015-05-01,DT,M
65,"Hunter-Simms, Ryan",JR-3,Oregon,54.91m,"180' 2""",Pac-12 Track & Field Championships,2015-05-15,DT,M
66,"Sandri, Brice",SR-4,Fresno State,54.85m,"179' 11""",37th SDSU Aztec Invitational,2015-03-26,DT,M
67,"Ragonesi, Gian",SO-2,Miami,54.83m,"179' 11""",Florida Relays,2015-04-02,DT,M
68,"Bernstein, Taylor",SR-4,Monmouth,54.82m,"179' 10""",GCU Last Chance Meet,2015-05-08,DT,M
69,"Allen, Kevin",JR-3,Utah State,54.76m,"179' 8""",Brutus Hamilton Challenge,2015-04-25,DT,M
70,"Ljunberg, Micael",JR-3,Northern Arizona,54.73m,"179' 7""",UC Irvine Steve Scott Invit(Colleges),2015-05-01,DT,M
71,"Long, Kyle",SO-2,Arizona State,54.59m,"179' 1""",Duel in the Desert- ASU vs ARIZONA,2015-05-01,DT,M
72,"Scarvelis, Nicholas",SO-2,UCLA,54.54m,"178' 11""",Rafer / JJK Collegiate Invitational,2015-04-11,DT,M
73,"Padovano, Dominick",SR-4,Notre Dame,54.50m,"178' 10""",ACC Outdoor Track & Field Championships,2015-05-14,DT,M
74,"Thompson, Blake",JR-3,DePaul,54.46m,"178' 8""",Lenny Lyles-Clark Wood Invitational,2015-03-27,DT,M
75,"Thomas, Paul",SR-4,Wyoming,54.43m,"178' 7""",Jack Christiansen Invitational,2015-04-24,DT,M
76,"Miller, Jonathan",SR-4,Kansas,54.39m,"178' 5""",2015 ESU Spring Open,2015-03-28,DT,M
77,"Erickson, Scott",SR-4,Wisconsin,54.30m,"178' 2""",Wisconsin Open,2015-05-08,DT,M
78,"Wells, Andrew",SR-4,Pittsburgh,54.19m,"177' 9""",ACC Outdoor Track & Field Championships,2015-05-14,DT,M
79,"Tayala, Matthias",SR-4,Kent State,54.17m,"177' 9""",Mid-American Outdoor Track & Field Championships,2015-05-14,DT,M
80,"DaCosta, Chadrick",SO-2,Florida State,54.13m,"177' 7""",Florida Relays,2015-04-02,DT,M
81,"Stetler, Zachary",JR-3,BYU,54.08m,"177' 5""",2015 BYU Cougar Invitational,2015-05-13,DT,M
82,"Kyle, Shon",SR-4,SE Missouri,53.88m,"176' 9""",Huskie Classic,2015-05-09,DT,M
83,"Jennings, Mark",SR-4,Minnesota,53.85m,"176' 8""",Carleton Relays,2015-04-18,DT,M
83,"Coles, Ryan",SR-4,VCU,53.85m,"176' 8""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,DT,M
85,"Graziano, Matthew",SO-2,Connecticut,53.84m,"176' 8""",2015 Penn Relays,2015-04-23,DT,M
86,"Chollet, Alex",SR-4,Wis.-Milwaukee,53.76m,"176' 4""",Augustana College Twilight Meet,2015-05-15,DT,M
87,"Young, Alexander",JR-3,SE Louisiana,53.68m,"176' 1""",Southland Conference Championship,2015-05-08,DT,M
88,"Riffle, Cody",SR-4,Michigan,53.65m,"176' 0""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,M
89,"Skrla, Ben",SR-4,Texas A&M,53.64m,"176' 0""",Michael Johnson Classic,2015-04-18,DT,M
90,"Harris, Maurice",FR-1,Akron,53.61m,"175' 11""",Longhorn Invitational,2015-05-02,DT,M
91,"Murasky, JC",JR-3,Ohio State,53.59m,"175' 10""",Miami Invitational,2015-04-04,DT,M
92,"Knight, Jake",FR-1,Auburn,53.54m,"175' 8""",2015 UT Challenge,2015-05-02,DT,M
93,"Droogsma, Austin",SO-2,Florida State,53.47m,"175' 5""",Florida State Relays,2015-03-27,DT,M
94,"Boals, Stephen",JR-3,Duke,53.43m,"175' 3""",High Point VertKlasse,2015-04-03,DT,M
95,"Sievers, Derek",JR-3,Michigan,53.39m,"175' 2""",Big Ten Outdoor Track & Field Championships,2015-05-15,DT,M
96,"Kennedy-White, Noah",SO-2,Penn,53.38m,"175' 1""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,DT,M
97,"Conway, Kevin",JR-3,Mississippi,53.35m,"175' 0""",SEC Championships,2015-05-14,DT,M
98,"Sambel, Arnold",SO-2,Cal Poly,53.34m,"175' 0""",UC Santa Barbara / Cal Poly Dual,2015-05-02,DT,M
99,"Waldera, Roman",SR-4,North Dakota,53.33m,"175' 0""",Cobber Twilight,2015-04-28,DT,M
100,"Kinloch, James",JR-3,Sacramento St.,53.32m,"174' 11""",2015 Causeway Classic Dual,2015-05-01,DT,M
1,"Thompson, Greg",SR-4,Maryland,65.56m,"215' 1""",125th Penn Relays,2019-04-25,DT,M
2,"Kicinski, Eric",SR-4,Texas Tech,63.45m,"208' 2""",Corky/Crofoot Shootout,2019-04-26,DT,M
3,"Otterdahl, Payton",SR-4,North Dakota State,62.94m,"206' 6""",2019 Husker Spring Invitational,2019-04-05,DT,M
4,"Tuufuli, Reno",SR-4,Iowa,62.54m,"205' 2""",Musco Twilight,2019-04-13,DT,M
5,"Stona, Roje",FR-1,Clemson,61.22m,"200' 10""",Florida Relays,2019-03-28,DT,M
5,"Evans, Jerimiah",SO-2,Michigan State,61.22m,"200' 10""",Jesse Owens Classic - The Ohio State University,2019-04-26,DT,M
7,"Ferguson, Kord",SR-4,Alabama,60.85m,"199' 8""",Kansas Relays,2019-04-17,DT,M
8,"Mason, Elijah",FR-1,Washington,60.65m,"199' 0""",Beach Invitational,2019-04-19,DT,M
9,"Schmidt, Kai",SR-4,Abilene Christian,60.57m,"198' 9""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,DT,M
10,"Ogundeji, Dotun",SR-4,UCLA,60.54m,"198' 7""",Beach Invitational,2019-04-19,DT,M
11,"Evans, George",SO-2,Kansas,59.84m,"196' 4""",LSU Battle on the Bayou,2019-04-06,DT,M
12,"Joyner, Iffy",SO-2,California,59.07m,"193' 9""",Big Meet,2019-04-06,DT,M
13,"Welsh, Samuel",FR-1,Harvard,58.88m,"193' 2""",Ivy League Outdoor Track & Field Championships,2019-05-04,DT,M
14,"Vernoy, Charlie",JR-3,Long Beach St.,58.76m,"192' 9""",Titan Twilight,2019-05-03,DT,M
15,"Hunter, Joshua",SR-4,Abilene Christian,58.69m,"192' 7""",Fearless Champion Open,2019-03-22,DT,M
16,"Gibson, Jamir",FR-1,Army West Point,58.64m,"192' 5""",2019 Larry Ellis Invitational,2019-04-20,DT,M
17,"Lenford Jr., Charles",JR-3,Kentucky,58.58m,"192' 2""",Drake Relays presented by Hy-Vee,2019-04-24,DT,M
18,"Comenentia, Denzel",SR-4,Georgia,58.54m,"192' 1""",SEC Outdoor Track & Field Championships,2019-05-09,DT,M
19,"Dunivan, Nathan",SR-4,Weber State,57.55m,"188' 10""",2019 Weber State Twilight Meet,2019-05-01,DT,M
20,"Sheere, Adar",FR-1,Memphis,57.48m,"188' 7""",The American Outdoor Track & Field Championships,2019-05-10,DT,M
21,"Hammer, Ben",SR-4,South Dakota,57.46m,"188' 6""",South Dakota Challenge,2019-04-06,DT,M
22,"Lambrechts Jr., Burger",SO-2,Nebraska,57.43m,"188' 5""",Kansas Relays,2019-04-17,DT,M
23,"Neelly, Brett",SR-4,Kansas State,57.36m,"188' 2""",Big 12 Outdoor Track and Field Championships,2019-05-10,DT,M
24,"Davis, Carlos",SR-4,Nebraska,57.29m,"187' 11""",Kansas Relays,2019-04-17,DT,M
25,"Knight, Morgan",SR-4,Abilene Christian,57.23m,"187' 9""",ACU Wes Kittley Invitational & Multi 2019,2019-03-14,DT,M
26,"Dawson, Adam",FR-1,Colorado St.,57.17m,"187' 7""",Mountain West Outdoor Track & Field Championship,2019-05-08,DT,M
27,"Glynn, Austin",FR-1,Wisconsin,57.14m,"187' 6""",Beach Invitational,2019-04-19,DT,M
28,"Holtz, Isaac",SR-4,Northern Iowa,57.10m,"187' 4""",Wisconsin Alumni Classic,2019-05-03,DT,M
28,"Akens, Aaron",SR-4,Sam Houston St.,57.10m,"187' 4""",Southland Conference Outdoor Track and Field Championship,2019-05-03,DT,M
30,"Geist, Jordan",SO-2,Arizona,56.98m,"186' 11""",2019 Pac-12 Track & Field Championships,2019-05-04,DT,M
31,"Wilson, Jonah",SO-2,Washington,56.94m,"186' 10""",2019 Pac-12 Track & Field Championships,2019-05-04,DT,M
32,"Ikpeazu, Chudi",SO-2,Penn,56.86m,"186' 6""",2019 Larry Ellis Invitational,2019-04-20,DT,M
33,"Oladipo, Gabriel",SO-2,Texas A&M,56.77m,"186' 3""",2019 92nd Clyde Littlefield Texas Relays,2019-03-27,DT,M
33,"Haugh, Daniel",SR-4,Kennesaw State,56.77m,"186' 3""",ASUN Outdoor Track & Field Championships,2019-05-10,DT,M
35,"Maxwell, Joseph",SO-2,Tennessee,56.72m,"186' 1""",Miami Power 5 Trailblazer Challenge,2019-03-23,DT,M
36,"Renard, Michael",JR-3,Army West Point,56.71m,"186' 1""",Bison Outdoor Classic,2019-04-13,DT,M
37,"Detillion, Trevor",JR-3,Kent State,56.59m,"185' 8""",Akron - Northeast Ohio Quad,2019-04-05,DT,M
38,"Mooers, John",SR-4,Rutgers,56.45m,"185' 2""",125th Penn Relays,2019-04-25,DT,M
39,"Otal, Zorawar",SO-2,Princeton,56.33m,"184' 10""",2019 Larry Ellis Invitational,2019-04-20,DT,M
40,"Meece, Sam",SO-2,Cincinnati,56.14m,"184' 2""",125th Penn Relays,2019-04-25,DT,M
41,"Castle, Noah",SR-4,Kentucky,55.96m,"183' 7""",2019 Triton Invitational,2019-04-12,DT,M
41,"Davis, Khalil",SR-4,Nebraska,55.96m,"183' 7""",Kansas Relays,2019-04-17,DT,M
43,"Hunter, Armon",SR-4,Cal St. Northridge,55.85m,"183' 3""",2019 Triton Invitational,2019-04-12,DT,M
44,"Simmons, Ryan",SR-4,Abilene Christian,55.75m,"182' 11""",Southland Conference Outdoor Track and Field Championship,2019-05-03,DT,M
45,"Voeks, Grant",JR-3,Clemson,55.73m,"182' 10""",Florida Relays,2019-03-28,DT,M
45,"Ogbonnia, Otito",FR-1,UCLA,55.73m,"182' 10""",USC vs UCLA,2019-04-27,DT,M
47,"Jensen, Trevor",SR-4,Idaho State,55.67m,"182' 8""",Big Sky Outdoor Track & Field Championships,2019-05-08,DT,M
48,"Feasline, Logan",SR-4,Air Force,55.62m,"182' 6""",Mt. SAC Relays,2019-04-18,DT,M
49,"Romanow, John",FR-1,Texas Tech,55.61m,"182' 5""",Fearless Champion Open,2019-03-22,DT,M
50,"Adams, Terrell",JR-3,Charlotte,55.56m,"182' 3""",HPU VertKlasse Meeting,2019-03-21,DT,M
51,"Alter, Grant",JR-3,Army West Point,55.47m,"182' 0""",2019 Larry Ellis Invitational,2019-04-20,DT,M
52,"Foutz, Jacob",SR-4,BYU,55.46m,"181' 11""",Beach Invitational,2019-04-19,DT,M
53,"Chronister, Corbin",SO-2,CSU Bakersfield,55.43m,"181' 10""",Titan Twilight,2019-05-03,DT,M
54,"Larrison, Patrick",FR-1,Kansas,55.41m,"181' 9""",Kansas Relays,2019-04-17,DT,M
55,"Martens, Cory",JR-3,Wichita State,55.26m,"181' 3""",Corky/Crofoot Shootout,2019-04-26,DT,M
56,"Hampton, Kordell",SR-4,UC Santa Barbara,55.24m,"181' 3""",Big West Challenge,2019-04-05,DT,M
57,"Siekmeier, Kaleb",FR-1,Minnesota,55.23m,"181' 2""",Bolstorff Twilight,2019-04-25,DT,M
58,"Brown, Josh",SO-2,Texas A&M,55.18m,"181' 0""",Roadrunner Invitational,2019-03-21,DT,M
59,"Kirk, Geoff",SO-2,Army West Point,55.10m,"180' 9""",Bison Outdoor Classic,2019-04-13,DT,M
