,ATHLETE,YEAR,TEAM,MARK,CONV,MEET,MEET DATE,EVENT,GENDER
26,"Eccles, Stephen",JR-3,McNeese State,69.41m,"227' 9""",2014 TSU Relays (College/Univ/Jr College),2014-03-21,JT,M
27,"Hampton, Derek",JR-3,SE Louisiana,69.07m,"226' 7""",J Fred Duckett-Rice Twilight,2014-04-26,JT,M
28,"Rich, Ethan",JR-3,Southern Miss.,68.88m,"226' 0""",Southern Miss Invitational,2014-03-15,JT,M
29,"Fuller, Carson",SO-2,Washington,68.83m,"225' 10""",USC TroJan Invitational,2014-03-22,JT,M
30,"Zunic, Stipe",JR-3,Florida,68.79m,"225' 8""",SEC Outdoor Championship,2014-05-15,JT,M
31,"Mayberry, Blake",SR-4,Baylor,68.64m,"225' 2""",2014 Clyde Littlefield Texas Relays,2014-03-26,JT,M
32,"Stevens, Kyle",SR-4,Washington St.,68.50m,"224' 9""",Pac-12 Outdoor Track and Field Championships,2014-05-17,JT,M
33,"Anderson, Braydon",JR-3,Georgia,68.44m,"224' 6""",Georgia Invitational,2014-05-10,JT,M
34,"Proffitt, Cole",FR-1,Penn State,68.38m,"224' 4""",Penn Relays,2014-04-24,JT,M
35,"Sunday, Jacob",JR-3,Buffalo,68.37m,"224' 4""",Mid-American Outdoor Track & Field Championships,2014-05-15,JT,M
36,"McConaughey, Matthew",SR-4,East Carolina,68.24m,"223' 11""",Conference USA Outdoor Track & Field Championships,2014-05-15,JT,M
37,"Spaulding, Christian",JR-3,High Point,68.19m,"223' 9""",Coastal Carolina Invitational,2014-03-14,JT,M
38,"Burk, Stephen",SO-2,Michigan,68.10m,"223' 5""",UNF Spring Break Invitational,2014-03-28,JT,M
39,"Trees, George",JR-3,Bucknell,68.07m,"223' 4""",Patriot League Outdoor Track & Field Championships,2014-05-02,JT,M
40,"Torrell, Zach",JR-3,Monmouth,68.00m,"223' 1""",Penn Relays,2014-04-24,JT,M
41,"Sullivan, Dean",SO-2,Harvard,67.99m,"223' 1""",Ivy League Outdoor Track & Field Championships,2014-05-10,JT,M
42,"Ferenchak, Sam",JR-3,Washington St.,67.70m,"222' 1""",2014 Jim Click Shootout,2014-04-12,JT,M
43,"Hardin, Sam",FR-1,Texas A&M,67.65m,"221' 11""",UTSA Texas Challenge Invitational,2014-03-21,JT,M
44,"Burnett, Dylan",SR-4,Seattle U.,67.53m,"221' 7""",Western Athletic Conference Outdoor Championships,2014-05-14,JT,M
45,"Danner, Nick",FR-1,Rhode Island,67.52m,"221' 6""",Atlantic 10 Championships,2014-05-03,JT,M
46,"Schreib, Ben",SO-2,Wisconsin,67.02m,"219' 10""",Wisconsin Open,2014-05-10,JT,M
47,"Danielson, Cody",FR-1,UCLA,66.92m,"219' 7""",Pac-12 Outdoor Track and Field Championships,2014-05-17,JT,M
48,"Churchman, Jeffrey",SR-4,USC,66.85m,"219' 4""",Pac-12 Outdoor Track and Field Championships,2014-05-17,JT,M
49,"Klase, Daniel",JR-3,Liberty,66.79m,"219' 1""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,JT,M
50,"Scantling, Garrett",JR-3,Georgia,66.69m,"218' 9""",Georgia Bulldog Decathlon/Heptathlon,2014-04-10,JT,M
51,"Allen, Clay",JR-3,Citadel,66.60m,"218' 6""",Shamrock Invitational 2014,2014-03-20,JT,M
52,"Bianchessi, Adam",SR-4,Long Beach St.,66.39m,"217' 10""",Big West Outdoor Track and Field Championship,2014-05-16,JT,M
53,"Clauson, Curtis",SO-2,Washington,66.24m,"217' 4""",Stanford Invitational,2014-04-04,JT,M
54,"Tuttle, Jeremy",JR-3,LSU,66.21m,"217' 3""",LSU Invitational,2014-05-03,JT,M
55,"Hamilton, Austin",JR-3,Boise State,66.11m,"216' 11""",Idaho-Utah Border Clash,2014-05-02,JT,M
56,"Rentzsch, Vincent",SO-2,UMBC,66.09m,"216' 10""",FSU Relays (College/Open),2014-03-21,JT,M
57,"Miroke, Pete",SR-4,Arkansas,66.08m,"216' 9""",Arkansas Spring Invitational,2014-04-04,JT,M
58,"Summers, Houston",SO-2,North Carolina,66.04m,"216' 8""",Joe Hilton Outdoor Invitiational,2014-04-12,JT,M
59,"Antosik, Piotr",SO-2,Miss State,65.98m,"216' 6""",SEC Outdoor Championship,2014-05-15,JT,M
59,"Shalaway, Ethan",FR-1,Pittsburgh,65.98m,"216' 6""",Tennessee Relays,2014-04-10,JT,M
61,"Holmes, Tyson",SO-2,Wichita State,65.97m,"216' 5""",2014 ESU Spring Open,2014-03-29,JT,M
62,"Smith, Kyle",SR-4,Central Michigan,65.63m,"215' 4""",Mid-American Outdoor Track & Field Championships,2014-05-15,JT,M
62,"Freeman, Daniel",JR-3,Charlotte,65.63m,"215' 4""",Conference USA Outdoor Track & Field Championships,2014-05-15,JT,M
64,"Hefkin, Kyle",SO-2,East Carolina,65.60m,"215' 3""",Conference USA Outdoor Track & Field Championships,2014-05-15,JT,M
65,"Grote, Brian",SR-4,SE Missouri,65.43m,"214' 8""",Tennessee Relays,2014-04-10,JT,M
66,"Dalton, Chase",SR-4,BYU,65.34m,"214' 4""",2014 BYU Robison Invitational,2014-04-23,JT,M
67,"Thomas, Jack",FR-1,Houston,65.32m,"214' 4""",Georgia Tech Invitational,2014-05-16,JT,M
67,"Keller, Keith",SR-4,BYU,65.32m,"214' 4""",2014 BYU Cougar Invitational,2014-05-01,JT,M
69,"Krzyszkowski, John",FR-1,Marquette,65.31m,"214' 3""",BIG EAST Outdoor Track & Field Championships,2014-05-09,JT,M
70,"Baker, Kyle",SR-4,BYU,65.16m,"213' 9""",2014 Clyde Littlefield Texas Relays,2014-03-26,JT,M
71,"Eilers, Brian",JR-3,Connecticut,65.13m,"213' 8""",The American Outdoor Track & Field Championships,2014-05-02,JT,M
72,"York, Richard",SR-4,New Mexico,65.05m,"213' 5""",Mountain West Outdoor Track & Field Championships,2014-05-14,JT,M
72,"Eager, Derek",JR-3,UCLA,65.05m,"213' 5""",UCLA vs USC,2014-05-04,JT,M
74,"Hartung, Ivan",JR-3,Kansas State,64.95m,"213' 1""",Big 12 Outdoor Track and Field Championships,2014-05-16,JT,M
75,"Ragan, Phillip",JR-3,Manhattan,64.92m,"213' 0""",Penn Relays,2014-04-24,JT,M
76,"Gayle, Rajae",SO-2,Howard,64.91m,"212' 11""",MEAC Outdoor Track & Field Championships,2014-05-01,JT,M
77,"Davis, Keith",JR-3,Morgan State,64.88m,"212' 10""",UNC Wilmington Seahawk Invitational,2014-03-14,JT,M
78,"Vidrine, John Paul",FR-1,McNeese State,64.79m,"212' 7""",McNeese Cowboy Relays,2014-03-15,JT,M
79,"Williamson, Capers",SO-2,Citadel,64.64m,"212' 1""",Georgia Tech Invitational,2014-05-16,JT,M
80,"Connors, Logan",JR-3,Minnesota,64.57m,"211' 10""",Mark Messersmith,2014-05-09,JT,M
81,"Yee, Tyler",JR-3,Miami (Ohio),64.55m,"211' 9""",Wake Forest Open,2014-03-21,JT,M
82,"Haas, Derek",JR-3,Idaho,64.54m,"211' 9""",OSU High Performance - Colleges,2014-05-01,JT,M
83,"Lemon, Bryce",JR-3,Akron,64.52m,"211' 8""",Mid-American Outdoor Track & Field Championships,2014-05-15,JT,M
84,"Smutsky, Robert",SO-2,William and Mary,64.38m,"211' 3""",2014 Tribe Invitational,2014-03-21,JT,M
84,"Poole, Thomas",JR-3,Memphis,64.38m,"211' 3""",2014 Red Wolf Open,2014-04-26,JT,M
86,"Curlee, Chance",SR-4,McNeese State,64.35m,"211' 1""",2014 TSU Relays (College/Univ/Jr College),2014-03-21,JT,M
87,"Budzinski, Jim",JR-3,Dartmouth,64.25m,"210' 9""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,JT,M
87,"Feister, Steve",JR-3,Liberty,64.25m,"210' 9""",2014 ECAC-IC4A Outdoor Championships,2014-05-16,JT,M
89,"Gilhuly, Kevin",SR-4,Monmouth,64.22m,"210' 8""",MAAC Outdoor Track & Field Championships,2014-05-03,JT,M
90,"Grissom, Hayes",JR-3,Troy,64.17m,"210' 6""",Alabama Relays,2014-03-20,JT,M
90,"Suttmeier, Joshua",JR-3,South Carolina,64.17m,"210' 6""",Georgia Invitational,2014-05-10,JT,M
92,"Forbes, Andrew",JR-3,Fairleigh Dickinson,64.12m,"210' 4""",Northeast Conference Championship,2014-05-03,JT,M
93,"Noonan, T. J.",FR-1,Oklahoma,64.05m,"210' 2""",John Jacobs Invitational,2014-04-18,JT,M
94,"Joens, Sam",SO-2,Iowa,64.03m,"210' 1""",Big Ten Outdoor Track & Field Championships,2014-05-16,JT,M
94,"Miller, Peter",SR-4,Army,64.03m,"210' 1""",Army vs. Navy,2014-04-05,JT,M
96,"Kalisky, Tom",SR-4,North Texas,64.02m,"210' 0""",UTEP Invitational,2014-04-12,JT,M
97,"Tully, Jim",JR-3,Penn,63.99m,"209' 11""",Penn Relays,2014-04-24,JT,M
98,"Krezmer, Matthew",FR-1,Rutgers,63.95m,"209' 10""",USF Bulls Invitational,2014-03-20,JT,M
99,"Baumann, Quinn",SO-2,North Dakota St.,63.93m,"209' 9""",2014 Baldy Castillo Invitational,2014-03-21,JT,M
99,"O'Neill, Devin",SR-4,UMass Lowell,63.93m,"209' 9""",America East Outdoor Track & Field Championships,2014-05-03,JT,M
1,"Ampomah, John",JR-3,Mid. Tenn. State,81.55m,"267' 7""",2015 Penn Relays,2015-04-23,JT,M
2,"Crouser, Sam",SR-4,Oregon,78.94m,"259' 0""",Trojan Invitational,2015-03-20,JT,M
3,"Kyriazis, Ioannis",FR-1,Texas A&M,78.41m,"257' 3""",SEC Championships,2015-05-14,JT,M
4,"Dykstra, Raymond",SR-4,Kentucky,77.63m,"254' 8""",SEC Championships,2015-05-14,JT,M
5,"Garton, MaCauley",SR-4,Missouri,77.47m,"254' 2""",SEC Championships,2015-05-14,JT,M
6,"Thompson, Curtis",FR-1,Miss State,75.62m,"248' 1""",SEC Championships,2015-05-14,JT,M
7,"Bogert, Devin",SR-4,Texas A&M,75.07m,"246' 3""",Stanford Invitational,2015-04-03,JT,M
8,"Guerra, Tomas",JR-3,Western Kentucky,74.63m,"244' 10""",Crimson Tide Invitational,2015-03-27,JT,M
9,"Shuey, Michael",JR-3,Penn State,73.98m,"242' 8""",LSU Alumni Gold,2015-04-18,JT,M
10,"Snow, Garrett",JR-3,Oklahoma,73.61m,"241' 6""",Big 12 Outdoor Track & Field Championships,2015-05-15,JT,M
11,"Carr, Thomas",JR-3,Rutgers,72.78m,"238' 9""",2015 UT Challenge,2015-05-02,JT,M
12,"Karakolis, Evan",JR-3,Rice,72.76m,"238' 8""",64th Annual TSU Relays (College),2015-03-20,JT,M
13,"Maukonen, Rasmus",SO-2,UTEP,72.74m,"238' 8""",UTEP Invitational,2015-04-18,JT,M
14,"Mortimore, Matti",SO-2,North Dakota State,72.33m,"237' 4""",Mt. SAC Relays,2015-04-16,JT,M
15,"Smutsky, Robert",SO-2,William and Mary,71.67m,"235' 2""",2015 Penn Relays,2015-04-23,JT,M
16,"Parker , Tyler",JR-3,North Dakota State,71.62m,"235' 0""",Baldy Castillo Invitational,2015-03-20,JT,M
17,"Gore-Schreck, Thomas",SR-4,UC Santa Barbara,71.39m,"234' 3""",2015 Big West Challenge,2015-04-10,JT,M
18,"Eager, Derek",SR-4,UCLA,71.26m,"233' 9""",Pac-12 Track & Field Championships,2015-05-15,JT,M
19,"Rentzsch, Vincent",JR-3,UMBC,71.21m,"233' 7""",2015 Penn Relays,2015-04-23,JT,M
20,"Stevens, Brad",FR-1,Washington St.,71.07m,"233' 2""",Mt. SAC Relays,2015-04-16,JT,M
21,"Trees, George",SR-4,Bucknell,71.02m,"233' 0""",2015 Colonial Relays,2015-04-02,JT,M
22,"Dohmann, Fabian",SO-2,Texas,70.86m,"232' 6""",2015 Clyde Littlefield Texas Relays,2015-03-25,JT,M
23,"Suttmeier, Josh",SR-4,Rutgers,70.70m,"231' 11""",Big Ten Outdoor Track & Field Championships,2015-05-15,JT,M
24,"Lang, Thomas",JR-3,Duke,70.62m,"231' 8""",ACC Outdoor Track & Field Championships,2015-05-14,JT,M
25,"Stell, Jay",JR-3,Navy,70.50m,"231' 3""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,JT,M
26,"Criticos, Michael",FR-1,Memphis,70.23m,"230' 5""",Crimson Tide Invitational,2015-03-27,JT,M
27,"Poole, Thomas",SR-4,Memphis,70.17m,"230' 2""",The American Outdoor Track & Field Championships,2015-05-14,JT,M
28,"Muhar, Jaka",SO-2,Virginia Tech,70.08m,"229' 11""",Virginia Challenge,2015-04-17,JT,M
29,"Hartung, Ivan",SR-4,Kansas State,70.02m,"229' 9""",Big 12 Outdoor Track & Field Championships,2015-05-15,JT,M
30,"Quinn, Kyle",JR-3,Tennessee,69.89m,"229' 3""",Alabama Relays,2015-03-19,JT,M
31,"Mirabelli, Chris",FR-1,Rutgers,69.84m,"229' 2""",Larry Ellis (College),2015-04-17,JT,M
31,"Kerr, Ryan",SO-2,Penn State,69.84m,"229' 2""",Big Ten Outdoor Track & Field Championships,2015-05-15,JT,M
33,"Hampton, Derek",SR-4,SE Louisiana,69.64m,"228' 6""",Southland Conference Championship,2015-05-08,JT,M
34,"Shalaway, Ethan",SO-2,Pittsburgh,69.44m,"227' 10""",Virginia Challenge,2015-04-17,JT,M
35,"Smith, Kyle",SR-4,Virginia,69.43m,"227' 9""",Virginia Challenge,2015-04-17,JT,M
36,"Janis, Jhet",FR-1,Oregon,69.33m,"227' 5""",Oregon Relays,2015-04-16,JT,M
37,"Renton, Tyler",JR-3,Oklahoma,69.27m,"227' 3""",John Jacobs Invitational,2015-04-17,JT,M
38,"Antosik, Piotr",JR-3,Miss State,69.14m,"226' 10""",Alabama Relays,2015-03-19,JT,M
39,"Thomas, Jack",SO-2,Houston,69.03m,"226' 6""",The American Outdoor Track & Field Championships,2015-05-14,JT,M
40,"Reimer, Dylan",JR-3,Wichita State,68.96m,"226' 3""",Rock Chalk Classic,2015-05-02,JT,M
41,"Feister, Steve",JR-3,Liberty,68.87m,"225' 11""",2015 Penn Relays,2015-04-23,JT,M
42,"Chiesa, Scott",,California,68.71m,"225' 5""",Cal Opener 2015,2015-03-07,JT,M
43,"Clauson, Curtis",SR-4,Washington,68.67m,"225' 3""",Pac-12 Track & Field Championships,2015-05-15,JT,M
44,"Pascal, Alex",FR-1,Missouri,68.65m,"225' 3""",Tom Botts Invitational,2015-05-01,JT,M
45,"Gambill, Tanner",JR-3,Montana State,68.18m,"223' 8""",Big Sky Conference Outdoor Track & Field Championships,2015-05-13,JT,M
46,"Stevens, Kyle",SR-4,Washington St.,68.15m,"223' 7""",Mt. SAC Relays,2015-04-16,JT,M
47,"Zuidema, Kaleb",SO-2,South Carolina,68.05m,"223' 3""",SEC Championships,2015-05-14,JT,M
48,"Carter, Justin",SO-2,Auburn,67.87m,"222' 8""",SEC Championships,2015-05-14,JT,M
49,"Moolman, Morne",SO-2,Florida State,67.82m,"222' 6""",Florida State Relays,2015-03-27,JT,M
50,"Summers, Houston",JR-3,North Carolina,67.55m,"221' 7""",ACC Outdoor Track & Field Championships,2015-05-14,JT,M
51,"Bynum, Kyle",JR-3,Memphis,67.42m,"221' 2""",The American Outdoor Track & Field Championships,2015-05-14,JT,M
52,"Bermes, Ty",SO-2,Montana State,67.41m,"221' 2""",Weber State Open,2015-04-11,JT,M
53,"Scantling, Garrett",SR-4,Georgia,67.34m,"220' 11""",Georgia Bulldog Decathlon/Heptathlon,2015-04-08,JT,M
54,"True, Aaron",FR-1,Wichita State,67.23m,"220' 7""",2015 ESU Spring Open,2015-03-28,JT,M
55,"Schmidt , Austin",FR-1,North Dakota State,67.11m,"220' 2""",The Summit League Outdoor Track & Field Championships,2015-05-13,JT,M
56,"Womack, Joey",JR-3,UL-Monroe,66.97m,"219' 9""",2015 Clyde Littlefield Texas Relays,2015-03-25,JT,M
57,"Williamson, Capers",SR-4,Citadel,66.87m,"219' 5""",Southern Conference Outdoor Championship 2015,2015-04-25,JT,M
58,"Klase, Daniel",SR-4,Liberty,66.63m,"218' 7""",2015 Penn Relays,2015-04-23,JT,M
59,"Davis, Keith",SR-4,Morgan State,66.61m,"218' 6""",Morgan State Legacy Track & Field Meet,2015-04-17,JT,M
60,"Warnick, Wyatt",JR-3,BYU,66.58m,"218' 5""",UNLV Randall Cunningham Track Classic,2015-03-06,JT,M
61,"Hefkin, Kyle",JR-3,East Carolina,66.54m,"218' 4""",The American Outdoor Track & Field Championships,2015-05-14,JT,M
62,"Rondema, Andrew",JR-3,Stanford,66.34m,"217' 8""",Big Meet: Cal vs. Stanford,2015-04-11,JT,M
63,"Lemon, Bryce",SR-4,Akron,66.25m,"217' 4""",Mid-American Outdoor Track & Field Championships,2015-05-14,JT,M
64,"Krezmer, Matthew",SO-2,Rutgers,66.16m,"217' 1""",Bulls Invitational,2015-03-19,JT,M
65,"Allen, Clay",SR-4,Citadel,66.07m,"216' 9""",Southern Conference Outdoor Championship 2015,2015-04-25,JT,M
66,"Parenteau, Alexander",SR-4,Maine,66.04m,"216' 8""",2015 IC4A/ECAC Outdoor Track & Field Championships,2015-05-15,JT,M
67,"Torrell, Zach",SR-4,Monmouth,66.01m,"216' 7""",MAAC Outdoor Track & Field Championships,2015-05-02,JT,M
68,"Eilers, Brian",SR-4,Connecticut,65.88m,"216' 2""",LSU Alumni Gold,2015-04-18,JT,M
69,"Ragan, Phillip",SR-4,Manhattan,65.73m,"215' 8""",MAAC Outdoor Track & Field Championships,2015-05-02,JT,M
70,"Anderson, Braydon",SR-4,Georgia,65.70m,"215' 7""",SEC Championships,2015-05-14,JT,M
71,"Dodds, Ben",JR-3,Illinois,65.64m,"215' 4""",2015 Jim Click Shootout,2015-04-11,JT,M
72,"Nyamadi, Atsu",JR-3,Mid. Tenn. State,65.63m,"215' 4""",Georgia Bulldog Decathlon/Heptathlon,2015-04-08,JT,M
73,"Fuller, Carson",JR-3,Washington,65.29m,"214' 2""",Pepsi Team Invitational,2015-04-11,JT,M
74,"Krzyszkowski, John",SO-2,Marquette,65.23m,"214' 0""",2015 Aggie Last Chance,2015-05-17,JT,M
75,"Hardin, Sam",SO-2,Texas A&M,64.89m,"212' 11""",SEC Championships,2015-05-14,JT,M
76,"Getz, Jeremy",SR-4,Valparaiso,64.84m,"212' 9""",Tennessee Relays,2015-04-09,JT,M
77,"Freeman, Daniel",SR-4,Charlotte,64.82m,"212' 8""",Conference USA Outdoor Track & Field Championships,2015-05-14,JT,M
78,"Rich, Ethan",SR-4,Southern Miss.,64.80m,"212' 7""",Conference USA Outdoor Track & Field Championships,2015-05-14,JT,M
79,"Patricelli, Denham",FR-1,Washington,64.76m,"212' 6""",2015 UW v. WSU Dual,2015-05-01,JT,M
80,"Cox, Joshua",SR-4,Louisiana Tech,64.73m,"212' 4""",Conference USA Outdoor Track & Field Championships,2015-05-14,JT,M
81,"Bombara, Greg",FR-1,Notre Dame,64.65m,"212' 1""",ACC-Big Ten Challenge,2015-04-11,JT,M
82,"Landis, Austin",SR-4,Belmont,64.62m,"212' 0""",Ohio Valley Conference Championships,2015-05-15,JT,M
83,"Joens, Sam",JR-3,Iowa,64.45m,"211' 5""",Big Ten Outdoor Track & Field Championships,2015-05-15,JT,M
84,"Hock, Johannes",JR-3,Texas,64.44m,"211' 5""",Longhorn Invitational,2015-05-02,JT,M
85,"Singletary , Garrett",SO-2,Florida State,64.32m,"211' 0""",ACC Outdoor Track & Field Championships,2015-05-14,JT,M
86,"Rowland, Collin",JR-3,SE Louisiana,64.17m,"210' 6""",Jaguar Opener,2015-03-06,JT,M
87,"Felpel, Kyle",SO-2,Alabama,64.13m,"210' 5""",LSU Invitational,2015-05-02,JT,M
88,"Gayle, Rajae",JR-3,Howard,64.01m,"210' 0""",MEAC Outdoor T&F Championships,2015-04-30,JT,M
89,"Pote, Chase",JR-3,Wichita State,63.93m,"209' 9""",John Jacobs Invitational,2015-04-17,JT,M
90,"Tuttle, Jeremy",SR-4,LSU,63.85m,"209' 6""",LSU Battle on the Bayou,2015-04-04,JT,M
91,"Shippee, Jacob",JR-3,Dartmouth,63.72m,"209' 1""",Mason Spring Invitational,2015-04-11,JT,M
92,"Lillquist, Jensen",FR-1,Montana,63.62m,"208' 9""",Oregon Relays,2015-04-16,JT,M
93,"Noonan, T. J.",SO-2,Oklahoma,63.51m,"208' 4""",John Jacobs Invitational,2015-04-17,JT,M
93,"King, Robert",SO-2,South Alabama,63.51m,"208' 4""",Sun Belt Outdoor Track and Field Championships,2015-05-08,JT,M
95,"Trott, Derek",FR-1,William and Mary,63.50m,"208' 4""",2015 Colonial Relays,2015-04-02,JT,M
95,"Keys, Dakotah",SR-4,Oregon,63.50m,"208' 4""",Oregon Relays,2015-04-16,JT,M
97,"Yee, Tyler",SR-4,Miami (Ohio),63.43m,"208' 1""",Mid-American Outdoor Track & Field Championships,2015-05-14,JT,M
97,"Klaschka, Marc",SR-4,Memphis,63.43m,"208' 1""",The American Outdoor Track & Field Championships,2015-05-14,JT,M
99,"Davidson, Dwight",JR-3,Kansas State,63.33m,"207' 9""",Big 12 Outdoor Track & Field Championships,2015-05-15,JT,M
100,"Boucher, Adam",JR-3,Connecticut,63.24m,"207' 6""",Florida Relays,2015-04-02,JT,M
1,"Kyriazis, Ioannis",JR-3,Texas A&M,88.01m,"288' 9""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,JT,M
2,"Paul, Gennard",SR-4,SE Louisiana,77.82m,"255' 4""",Southland Conference Outdoor Championship,2017-05-12,JT,M
3,"Mortimore, Matti",JR-3,North Dakota State,77.47m,"254' 2""",Stanford Invitational,2017-03-31,JT,M
4,"Van Zyl, Reinhard",SR-4,Missouri,77.20m,"253' 3""",SEC Outdoor Track & Field Championships,2017-05-11,JT,M
5,"Gudmundsson, Sindri",FR-1,Utah State,77.19m,"253' 3""",Mountain West Outdoor Track & Field Championships,2017-05-10,JT,M
6,"Mirabelli, Chris",JR-3,Rutgers,76.67m,"251' 6""",Penn Relays,2017-04-27,JT,M
7,"Shuey, Michael",SR-4,Penn State,76.25m,"250' 2""",Penn Relays,2017-04-27,JT,M
8,"Gibbs, Emron",SR-4,Southern Miss.,74.82m,"245' 6""",2017 Conference USA Outdoor Track & Field Championship,2017-05-11,JT,M
9,"Fuller, Carson",SR-4,Washington,74.38m,"244' 0""",Pac-12 Championships,2017-05-13,JT,M
10,"Lipschutz, McLean",SR-4,Alabama,74.32m,"243' 10""",SEC Outdoor Track & Field Championships,2017-05-11,JT,M
11,"Quijera, Nicolas",JR-3,Miss State,74.19m,"243' 5""",Florida Relays,2017-03-30,JT,M
12,"Thompson, Curtis",JR-3,Miss State,74.07m,"243' 0""",Florida Relays,2017-03-30,JT,M
13,"Hardin, Sam",JR-3,Texas A&M,73.38m,"240' 9""",SEC Outdoor Track & Field Championships,2017-05-11,JT,M
14,"Danielson, Cody",SR-4,Oregon,72.82m,"238' 11""",Pac-12 Championships,2017-05-13,JT,M
15,"Carr, Thomas",SR-4,Rutgers,72.41m,"237' 7""",Big Ten Outdoor Championships,2017-05-12,JT,M
16,"McManus, Greg",FR-1,Rhode Island,72.29m,"237' 2""",Black & Gold Invitational,2017-04-01,JT,M
17,"Bouwer, Werner",FR-1,Texas Tech,72.16m,"236' 9""",UTSA Invitational,2017-03-17,JT,M
18,"Foster, Kevin",JR-3,Connecticut,72.09m,"236' 6""",UCF Black and Gold Challenge,2017-03-17,JT,M
19,"Hulslander, Taylor",SR-4,Air Force,72.07m,"236' 5""",Air Force Twilight Open,2017-05-05,JT,M
20,"Biddle, Michael",FR-1,Penn State,71.81m,"235' 7""",Big Ten Outdoor Championships,2017-05-12,JT,M
21,"Krzyszkowski, John",SR-4,Marquette,71.44m,"234' 4""",Illinois Twilight,2017-04-22,JT,M
22,"Pratt, Denzel",SO-2,Liberty,70.72m,"232' 0""",Big South Outdoor Track & Field Championships,2017-05-10,JT,M
23,"Basic, Bartul",JR-3,UL-Lafayette,70.58m,"231' 7""",LSU Alumni Gold,2017-04-22,JT,M
24,"Walton, Cody",JR-3,Nebraska,70.44m,"231' 1""",Pac-12 vs Big-10 Invitational,2017-03-24,JT,M
25,"Zuidema, Seth",JR-3,Connecticut,70.22m,"230' 4""",The American Outdoor Track & Field Championships,2017-05-12,JT,M
26,"Dohmann, Fabian",SR-4,Texas,69.90m,"229' 4""",Texas Invitational,2017-04-14,JT,M
27,"True, Aaron",SO-2,Wichita State,69.88m,"229' 3""",2017 MVC Outdoor Track and Field Championships,2017-05-12,JT,M
28,"Banks, Donavon",SO-2,McNeese State,69.79m,"229' 0""",Southland Conference Outdoor Championship,2017-05-12,JT,M
29,"Derr, Seth",SR-4,Nebraska,69.35m,"227' 6""",2017 Husker Spring Invitational,2017-04-08,JT,M
30,"Mitchell, Adrian",FR-1,Albany,69.25m,"227' 2""",Beach Invitational,2017-04-14,JT,M
31,"Burk, Stephen",SR-4,Michigan,69.22m,"227' 1""",Pac-12 vs Big-10 Invitational,2017-03-24,JT,M
31,"Kerr, Ryan",SR-4,Penn State,69.22m,"227' 1""",Penn Relays,2017-04-27,JT,M
33,"Criticos, Michael",JR-3,Memphis,69.06m,"226' 7""",2017 Drury Hotels Joey Haines Invite,2017-03-31,JT,M
34,"Schmidt, Austin",SO-2,North Dakota State,69.05m,"226' 6""",Baldy Castillo Invitational,2017-03-17,JT,M
35,"Victor, Lindon",SR-4,Texas A&M,68.97m,"226' 3""",SEC Outdoor Track & Field Championships,2017-05-11,JT,M
36,"Ziegenfuss, Derek",SO-2,Eastern Michigan,68.89m,"226' 0""",Mid-American Outdoor Track & Field Championships,2017-05-11,JT,M
37,"Litzell, Simon",FR-1,UCLA,68.78m,"225' 8""",Jim Bush Collegiate Invitational,2017-04-15,JT,M
38,"Nizich, John",SO-2,Oregon,68.74m,"225' 6""",Beach Invitational,2017-04-14,JT,M
39,"Petersson, William",FR-1,Texas A&M,68.69m,"225' 4""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,JT,M
40,"Rizzi, Tucker",JR-3,William and Mary,68.25m,"223' 11""",Penn Relays,2017-04-27,JT,M
41,"Danielson, Trevor",SO-2,Stanford,68.20m,"223' 9""",Pac-12 Championships,2017-05-13,JT,M
42,"Henderson, Brett",SR-4,Harvard,68.13m,"223' 6""",Ivy League Outdoor Track & Field Championships,2017-05-06,JT,M
43,"Shalaway, Ethan",JR-3,Kentucky,68.12m,"223' 6""",Tennessee Relays,2017-04-06,JT,M
44,"Mensendiek, Erik",JR-3,Arizona,68.10m,"223' 5""",Jim Click Shootout,2017-04-08,JT,M
45,"Spannowsky, Marian",FR-1,UCLA,67.95m,"222' 11""",Jim Bush Collegiate Invitational,2017-04-15,JT,M
46,"Rowland, Collin",SR-4,SE Louisiana,67.92m,"222' 10""",Tulane Early Bird Twilight Track and Field Invitational,2017-03-03,JT,M
47,"Wright, Devin",SR-4,Utah State,67.84m,"222' 7""",Mountain West Outdoor Track & Field Championships,2017-05-10,JT,M
48,"Richards, Sean",JR-3,Navy,67.66m,"222' 0""",San Diego Collegiate Challenge,2017-03-11,JT,M
49,"Iglesias, Rodrigo",SO-2,Akron,67.62m,"221' 10""",2017 90th Clyde Littlefield Texas Relays,2017-03-29,JT,M
50,"Kerr, Charles",SR-4,Stanford,67.61m,"221' 10""",Longhorn Invitational,2017-04-28,JT,M
51,"Buda, Mark",SR-4,Brown,67.45m,"221' 3""",Ivy League Outdoor Track & Field Championships,2017-05-06,JT,M
52,"Wilks, Aaron",SR-4,Illinois,67.17m,"220' 4""",Illinois State Redbird Invitational,2017-04-08,JT,M
53,"Patricelli, Denham",SO-2,Washington,67.15m,"220' 4""",2017 UW v. WSU Dual,2017-04-23,JT,M
